Name,Name Stripped,FoundryId,Type,Origin,Search,HammergenId,Mapped,Note
Corrosive Blood (Daemonology),corrosiveblooddaemonology,iR1C4icHTLBIH2Mk,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Corrosive Blood (Death),corrosiveblooddeath,Rpc1VfsdIfw0Zjzk,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Corrosive Blood (Fire),corrosivebloodfire,qwGYRwFkwMSHZDDj,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Corrosive Blood (Heavens),corrosivebloodheavens,a0rkY56nliMmxoCf,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Corrosive Blood (Hedgecraft),corrosivebloodhedgecraft,vG5u7SZ7S5IYCZ9e,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Corrosive Blood (Life),corrosivebloodlife,LKrfb4o45tmEOmeg,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Corrosive Blood (Light),corrosivebloodlight,7QaIq838arGHgzKl,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Corrosive Blood (Metal),corrosivebloodmetal,E5M0Thnx6HFj46At,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Corrosive Blood (Necromancy),corrosivebloodnecromancy,yiI4a3Yufcm8NXN6,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Corrosive Blood (Shadow),corrosivebloodshadow,YijozJARkRLN9iGA,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Corrosive Blood (Witchcraft),corrosivebloodwitchcraft,JDSX0Cin7I6UVCLH,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Creeping Menace,creepingmenace,a8npXWG2o4BxhtVV,spell,foundry,creepingmenace,5f96bbca9ab7ceffe01f6db3,TRUE,
Crown of Flame,crownofflame,dzfhqgUxWleNZbyW,spell,foundry,crownofflame,5f9562c96344679256ee7165,TRUE,
Crucible of Chamon,crucibleofchamon,wHaglsPNfRMpKB9K,spell,foundry,crucibleofchamon,5f957e38b43ad7465e4b1a3a,TRUE,
Curse of Crippling Pain,curseofcripplingpain,ZOlM8KjLfNIefAb0,spell,foundry,curseofcripplingpain,5f96bc2e47e5138b3d538de7,TRUE,
Curse of Ill–Fortune,curseofillfortune,sq47SZ1v9Pofa4L1,spell,foundry,curseofillfortune,5f96bc945b89efa8e3cd167e,TRUE,
Daemonbane,daemonbane,PIL4yBcGlk96cvcb,spell,foundry,daemonbane,5f95e7f2bc37c4be2cf99c65,TRUE,
Dark Vision,darkvision,wx23bbK7pPqY2quI,spell,foundry,darkvision,5f9449105b4b5f9347adcdb5,TRUE,
Dark Vision (Beasts),darkvisionbeasts,aPhKykUG3I5R9P4u,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dark Vision (Daemonology),darkvisiondaemonology,ovBsMewZzi7r6Ffx,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dark Vision (Death),darkvisiondeath,0Aec8e6nNCmSWIvQ,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dark Vision (Fire),darkvisionfire,v0agvdbIs8UC85IE,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dark Vision (Heavens),darkvisionheavens,bgQpVEP0PZNsAheP,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dark Vision (Hedgecraft),darkvisionhedgecraft,Rd8i9cLTw16hepEE,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dark Vision (Life),darkvisionlife,zcH25H2Zr7Xwq1Xd,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dark Vision (Light),darkvisionlight,wzDP2S8dphUGFWO3,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dark Vision (Metal),darkvisionmetal,EfUTKGyYDR361dVu,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dark Vision (Necromancy),darkvisionnecromancy,hbWZeX5jVtGJXoTe,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dark Vision (Shadow),darkvisionshadow,NwZeZd81PTXTK1WO,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dark Vision (Witchcraft),darkvisionwitchcraft,DDqqDmpevvF3Rrsb,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dart,dart,T8nErqWnkqdvcNVz,spell,foundry,dart,5f942c345b4b5f9347adcdaf,TRUE,
Dazzle,dazzle,IFuUxTGFQAxp40si,spell,foundry,dazzle,5f942adacfc445903fad399c,TRUE,
Destroy Lesser Demon,destroylesserdemon,Qg98e2pFgCW63aB1,spell,foundry,foundry,5f96bf3d5b89efa8e3cd167f,FALSE,
Detect Daemon,detectdaemon,MlF3ci9vxiDZYhmZ,spell,foundry,detectdaemon,5f96bf9b47e5138b3d538de8,TRUE,
Distracting,distracting,tNMQQhBYzHoRq7AD,spell,foundry,distracting,5f94493b5b4b5f9347adcdb6,TRUE,
Distracting (Beasts),distractingbeasts,JpKZSkyF2CZqkZ6d,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Distracting (Daemonology),distractingdaemonology,7HSRFiY46vA8M2zY,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Distracting (Death),distractingdeath,14tKnA2ILXw2oaMK,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Distracting (Fire),distractingfire,MdNzPNRgxkdMwbjj,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Distracting (Heavens),distractingheavens,fxdXQBC34eLXcySP,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Distracting (Hedgecraft),distractinghedgecraft,FenXWblAuFNhVuZf,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Distracting (Life),distractinglife,tbgyz5b4lR8k1Nk4,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Distracting (Light),distractinglight,vxbYDthV1f7D2nyx,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Distracting (Metal),distractingmetal,QNkxj6vyBm2WEdOA,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Distracting (Necromancy),distractingnecromancy,iLOpRevlkpP4zLMx,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Distracting (Shadow),distractingshadow,aT6shbEGQSOfHx57,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Distracting (Witchcraft),distractingwitchcraft,DPRMGO9rhvdNz9w7,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dome,dome,uZdUrRFgNpTtY00H,spell,foundry,dome,5f94498ccfc445903fad39a4,TRUE,
Dome (Beasts),domebeasts,ILOsg4RfvpUhXhQa,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dome (Daemonology),domedaemonology,mJAINJ9ufafeIUmq,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dome (Death),domedeath,qh3sckvH1ioaHODD,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dome (Fire),domefire,rxFZ0x4pfbK3LfZy,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dome (Heavens),domeheavens,sWILR54qy3qsdQYQ,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dome (Hedgecraft),domehedgecraft,ohI6sEZ63WgKHMFJ,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dome (Life),domelife,nZw4oN4yDo5ycrmk,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dome (Light),domelight,NM9FGsijRFByrl3M,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dome (Metal),domemetal,Ft0YBUCMN0VzE39c,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dome (Necromancy),domenecromancy,SAjnT6vjJXmh8tDy,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dome (Shadow),domeshadow,zXlqNl9jSTRWyKpm,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dome (Witchcraft),domewitchcraft,6stEgyIRF0XcKPhO,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Doppelganger,doppelganger,OcYPErjJzQKOX2aI,spell,foundry,doppelganger,5f95f0ecb80f769106b8db1b,TRUE,
Drain,drain,O7G5olv0aWLpb7Ea,spell,foundry,drain,5f942c98cfc445903fad399e,TRUE,
Drop,drop,Wt6ikb1n9CivB3JN,spell,foundry,drop,5f944a16cfc445903fad39a5,TRUE,
Drop (Beasts),dropbeasts,1PXlilHc99nrt0zn,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Drop (Daemonology),dropdaemonology,rL22KLFNVzGrE9mG,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Drop (Death),dropdeath,gQAE2ifjBM5Cp9Gi,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Drop (Fire),dropfire,0FlFXS9yDuLnr92k,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Drop (Heavens),dropheavens,R0n47B7PvdOaTl23,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Drop (Hedgecraft),drophedgecraft,9bKioMmyDY2PV4MY,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Drop (Life),droplife,1ltl7lPCsWIr4H6h,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Drop (Light),droplight,jsWKM8TEIwgacZfm,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Drop (Metal),dropmetal,ZbJqeT8ffXMOPTMI,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Drop (Necromancy),dropnecromancy,aMQMBNGgolHJAzXF,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Drop (Shadow),dropshadow,P136wDtdbsbvOsAk,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Drop (Witchcraft),dropwitchcraft,M3jbTwEZ8jZCxQ8Z,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Dying Words,dyingwords,jD1PJib6NkYkatmq,spell,foundry,dyingwords,5f94a192462037beb9a18ad1,TRUE,
Earthblood,earthblood,BU56aMyn8Hfaamrb,spell,foundry,earthblood,5f95ad658af534343257ed1f,TRUE,
Earthpool,earthpool,2cwR2BPkdi7IuV3e,spell,foundry,earthpool,5f95b2a08af534343257ed20,TRUE,
Eavesdrop,eavesdrop,fmx1OeOsxkGf21wa,spell,foundry,eavesdrop,5f942cd35b4b5f9347adcdb0,TRUE,
Enchant Weapon,enchantweapon,YDGi3tMQuK9MxXpt,spell,foundry,enchantweapon,5f95850eb43ad7465e4b1a3b,TRUE,
Entangle,entangle,WeIdAA7KArjUZfyH,spell,foundry,entangle,5f947fd110b62624d33a819b,TRUE,
Entangle (Beasts),entanglebeasts,ZwyxHwGUEIEAwgg6,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Entangle (Daemonology),entangledaemonology,bVcEr9YvMfBcE3tH,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Entangle (Death),entangledeath,cuN77AhQ490wCmk6,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Entangle (Fire),entanglefire,h71V7JrSChemeLxk,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Entangle (Heavens),entangleheavens,IYclEWSEVogFXf3w,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Entangle (Hedgecraft),entanglehedgecraft,sK8ozV9fMR73Tfbb,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Entangle (Life),entanglelife,dQqsVfVNdO1PTdah,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Entangle (Light),entanglelight,RShhxeal5U14P8Bh,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Entangle (Metal),entanglemetal,dBIIdzVZh6cnbWDG,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Entangle (Necromancy),entanglenecromancy,3BB6QnnDq8OvchRk,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Entangle (Shadow),entangleshadow,J0DWeBBIa40gzWqV,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Entangle (Witchcraft),entanglewitchcraft,W8yJ90nRD6DAmpfT,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Fat of the Land,fatoftheland,JGRyUj4AZq8oGpKs,spell,foundry,fatoftheland,5f95b2db8af534343257ed21,TRUE,
Fate’s Fickle Fingers,fatesficklefingers,lzTmKnhO1MY9ycPU,spell,foundry,fatesficklefingers,5f957c036344679256ee7168,TRUE,
Fearsome,fearsome,neCKUJ2yMwEl6GAX,spell,foundry,fearsome,5f94800b10b62624d33a819c,TRUE,
Fearsome (Beasts),fearsomebeasts,X6dcIMLvfo9aiOoA,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Fearsome (Daemonology),fearsomedaemonology,pMPYQC15eRIaJ2eL,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Fearsome (Death),fearsomedeath,cVDkOI7AQdpJo0kj,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Fearsome (Fire),fearsomefire,eJJRmbyFlNheGjMG,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Fearsome (Heavens),fearsomeheavens,3XZDELqDQ1BBUAmI,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Fearsome (Hedgecraft),fearsomehedgecraft,znOLIRYazprzZ8eI,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Fearsome (Life),fearsomelife,pzccnv4TOgIyrf9R,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Fearsome (Light),fearsomelight,pToozYRwOH6rC7ol,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Fearsome (Metal),fearsomemetal,3dpFC0lsOPXEcTMX,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Fearsome (Necromancy),fearsomenecromancy,31sQbAwCE7viJDXi,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Fearsome (Shadow),fearsomeshadow,N9ICWNGmsYcBzmtv,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Fearsome (Witchcraft),fearsomewitchcraft,Ue3cubdjhvh3zT6m,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Feather of Lead,featheroflead,oMTXHeEhzlQ3sx5M,spell,foundry,featheroflead,5f95858a491738fe840af96b,TRUE,
Firewall,firewall,1RjTFiv9ooOW35LV,spell,foundry,firewall,5f956429491738fe840af967,TRUE,
Flaming Hearts,flaminghearts,nTbPOZJx5WB6Y4lL,spell,foundry,flaminghearts,5f95636fb43ad7465e4b1a36,TRUE,
Flaming Sword of Rhuin,flamingswordofrhuin,3SzMz3ZiGzbHRjTP,spell,foundry,flamingswordofrhuin,5f9566b8b43ad7465e4b1a37,TRUE,
Flight,flight,9wmmln3DunIqGXM2,spell,foundry,flight,5f94804810b62624d33a819d,TRUE,
Flight (Beasts),flightbeasts,yC4ry3bNP2Lc04WK,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Flight (Daemonology),flightdaemonology,hf9G7f8sMqZ0xweB,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Flight (Death),flightdeath,tkPrVMoZibf5kbhe,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Flight (Fire),flightfire,eYrq2tyVjW8C84w6,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Flight (Heavens),flightheavens,U6P57Y8nJ3H7pFvx,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Flight (Hedgecraft),flighthedgecraft,kF2gHZaxQmOK2qrl,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Flight (Life),flightlife,Q8LodCIteEa4ufrn,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Flight (Light),flightlight,Pw4GYr6PZgFuOiT5,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Flight (Metal),flightmetal,5QO1LkRkxCfaWCtS,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Flight (Necromancy),flightnecromancy,vLhS0qwea9LjvK6u,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Flight (Shadow),flightshadow,lpSjuZSgTF8U62RG,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Flight (Witchcraft),flightwitchcraft,kK3ONNbnqapduJ1q,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Flock of Doom,flockofdoom,yR82MDHEF4zQoYyR,spell,foundry,flockofdoom,5f949be8b0a15c191b9db38a,TRUE,
Fool’s Gold,foolsgold,druJd5YFjyW5liTz,spell,foundry,foolsgold,5f9585e4b43ad7465e4b1a3c,TRUE,
Forest of Thorns,forestofthorns,H1Q0YjIX1wuS4phQ,spell,foundry,forestofthorns,5f95b3a8b88c85718ee2282b,TRUE,
Forge of Chamon,forgeofchamon,ddnMcWMN4MftxGLr,spell,foundry,forgeofchamon,5f95865ab43ad7465e4b1a3d,TRUE,
Glittering Robe,glitteringrobe,v1Qrow72mtUtgkFC,spell,foundry,glitteringrobe,5f9587bbb43ad7465e4b1a3e,TRUE,
Goodwill,goodwill,YaG8xthJF0zLy7xs,spell,foundry,goodwill,5f96a6487b99e934779ed2ba,TRUE,
Great Fires of U’Zhul,greatfiresofuzhul,HpFkVJ2lYPAWumUL,spell,foundry,greatfiresofuzhul,5f9565566344679256ee7166,TRUE,
Gust,gust,NeERYZQcEa0lI9kz,spell,foundry,gust,5f942e7488af9b12a1ea0a5a,TRUE,
Haunting Horror,hauntinghorror,PkqPqy3Fy9fawQZ8,spell,foundry,hauntinghorror,5f96bd279ab7ceffe01f6db4,TRUE,
Healing Light,healinglight,HOqmAugvYdgLwoQt,spell,foundry,healinglight,5f95e8b4d1e7dea805a6bdb1,TRUE,
Hunter's Hide,huntershide,QSHKYMNy2yr1n9ww,spell,foundry,huntershide,5f949c53462037beb9a18acf,TRUE,
Illusion,illusion,OwH4hpe1EReh06t3,spell,foundry,illusion,5f95f1b0b80f769106b8db1c,TRUE,
Lie of the Land,lieoftheland,DOfyDATb1gcGOMry,spell,foundry,lieoftheland,5f95b48fb88c85718ee2282c,TRUE,
Lifebloom,lifebloom,K37ME8M75JvtM3Vr,spell,foundry,lifebloom,5f95b509bacf7ab6007ad402,TRUE,
Light,light,wj5pXiyhNjaP6pom,spell,foundry,light,5f942ef688af9b12a1ea0a5b,TRUE,
Magic Flame,magicflame,rZqr5r61z1kw9Zg5,spell,foundry,magicflame,5f942f3d88af9b12a1ea0a5c,TRUE,
Magic Shield,magicshield,mJVPaGIUEg8cfpJj,spell,foundry,magicshield,5f94808a0e130e93b1370645,TRUE,
Magic Shield (Beasts),magicshieldbeasts,4ZtCco8IAK6cucSc,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Magic Shield (Daemonology),magicshielddaemonology,24ichKVP2EzyO5ob,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Magic Shield (Death),magicshielddeath,6ax6mO8DPMTrG5Sp,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Magic Shield (Fire),magicshieldfire,f8bYT3ZqKLUZSZBY,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Magic Shield (Heavens),magicshieldheavens,6eu6VVbYzq5mCNGW,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Magic Shield (Hedgecraft),magicshieldhedgecraft,4ZWGTJ8gMkw9qUaq,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Magic Shield (Life),magicshieldlife,PpMxNEHPJag1i9WJ,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Magic Shield (Light),magicshieldlight,pxfB6tZZVwKK8SG3,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Magic Shield (Metal),magicshieldmetal,Y7JOj3hCqq2OSzAb,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Magic Shield (Necromancy),magicshieldnecromancy,eTAzKM5j06KwtdBt,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Magic Shield (Shadow),magicshieldshadow,gWMhBQ8wm1Td78Si,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Magic Shield (Witchcraft),magicshieldwitchcraft,5gADMmkF4LsoV3qP,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Manifest Lesser Daemon,manifestlesserdaemon,soyujZNyzu7NKxMs,spell,foundry,manifestlesserdaemon,5f96c13747e5138b3d538de9,TRUE,
Marsh Lights,marshlights,jdv7gnwKk6eEPtQK,spell,foundry,marshlights,5f942fed88af9b12a1ea0a5d,TRUE,
Mindslip,mindslip,dGSUQiUmXHrGqwxY,spell,foundry,mindslip,5f95f2bfbc37c4be2cf99c68,TRUE,
Mirkride,mirkride,xiTk3pZX0GYVO2TQ,spell,foundry,mirkride,5f96a72a7b99e934779ed2bb,TRUE,
Move Object,moveobject,wQ5ld4yCCqhG0lqL,spell,foundry,moveobject,5f9481120e130e93b1370646,TRUE,
Move Object (Beasts),moveobjectbeasts,CL2ysmNjmJopV9Tu,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Move Object (Daemonology),moveobjectdaemonology,d9VeHlESTpPYww5o,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Move Object (Death),moveobjectdeath,RuwPnfpvjAWQZzS3,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Move Object (Fire),moveobjectfire,TtuJjGh4fdU4mwBN,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Move Object (Heavens),moveobjectheavens,MhpmVs0WVP96uOnw,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Move Object (Hedgecraft),moveobjecthedgecraft,GolePQVaKMxEydLe,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Move Object (Life),moveobjectlife,cwnBquEIHjnvkJ7E,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Move Object (Light),moveobjectlight,fTjzN0fg1SmqvHYI,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Move Object (Metal),moveobjectmetal,0JlQdHgFqT4RcPh1,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Move Object (Necromancy),moveobjectnecromancy,5rRSPXB064kaD7S6,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Move Object (Shadow),moveobjectshadow,kD7mJjGJ6owqV9nI,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Move Object (Witchcraft),moveobjectwitchcraft,mIwRtGGzTqs05fCH,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Mundane Aura,mundaneaura,T9cEYAUhqBiTxrp2,spell,foundry,mundaneaura,5f94817a0e130e93b1370647,TRUE,
Mundane Aura (Beasts),mundaneaurabeasts,bNdVPhv1OT8LJnnt,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Mundane Aura (Daemonology),mundaneauradaemonology,aCOdKvw68yopHYJ2,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Mundane Aura (Death),mundaneauradeath,Ynbfu2VJDrYqN9aW,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Mundane Aura (Fire),mundaneaurafire,7pHcU30nMhgd0V5N,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Mundane Aura (Heavens),mundaneauraheavens,QtWY9ruGFQ6cncLQ,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Mundane Aura (Hedgecraft),mundaneaurahedgecraft,FbB3irDIi2cTRhUw,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Mundane Aura (Life),mundaneauralife,CJvmSabjtw2SNmMA,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Mundane Aura (Light),mundaneauralight,kLkvuZtSsedoypGm,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Mundane Aura (Metal),mundaneaurametal,2hxE68YnEOLIceHb,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Mundane Aura (Necromancy),mundaneauranecromancy,pqdLI8MBZlExTRmV,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Mundane Aura (Shadow),mundaneaurashadow,oNnQmw8hJH6f5ct0,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Mundane Aura (Witchcraft),mundaneaurawitchcraft,DrOqNHjmQnFjiykU,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Murmured Whisper,murmuredwhisper,pDvOunMrvaYoXjd9,spell,foundry,murmuredwhisper,5f94309088af9b12a1ea0a5e,TRUE,
Mutable Metal,mutablemetal,jHMsJaaIQjyhYAgV,spell,foundry,mutablemetal,5f9588526344679256ee716b,TRUE,
Mystifying Miasma,mystifyingmiasma,Tv9BIBNTPT6JV0HG,spell,foundry,mystifyingmiasma,5f95f393b80f769106b8db1d,TRUE,
Nepenthe,nepenthe,aVUKVQTwtWuQXIgx,spell,foundry,nepenthe,5f96a7a37b99e934779ed2bc,TRUE,
Net of Amyntok,netofamyntok,38qRyF13jCszeOe1,spell,foundry,netofamyntok,5f95e971d1e7dea805a6bdb2,TRUE,
Nostrum,nostrum,sxFriQ3XAtvwlmMq,spell,foundry,nostrum,5f96a86956b1fee83909f68e,TRUE,
Octagram,octagram,NwVgP5msZHERwEfK,spell,foundry,octagram,5f96c1b39ab7ceffe01f6db6,TRUE,
Open Lock,openlock,jWfYyh7QyK6XaQRU,spell,foundry,openlock,5f9430ab88af9b12a1ea0a5f,TRUE,
Part the Branches,partthebranches,TL2IelDsaRWflCeY,spell,foundry,partthebranches,5f96a8a09423af180d038f75,TRUE,
Phâ’s Protection,phsprotection,dS5zK3lMCumvuAAF,spell,foundry,foundry,5f95ea68bc37c4be2cf99c66,FALSE,
Produce Small Animal,producesmallanimal,EyBc9yQqFUNIP9S1,spell,foundry,producesmallanimal,5f94312888af9b12a1ea0a60,TRUE,
Protection from Rain,protectionfromrain,NXHZ3RtPN3SrSH8I,spell,foundry,protectionfromrain,5f94315f5b4b5f9347adcdb1,TRUE,
Protective Charm,protectivecharm,ngOHho544P05W7Qi,spell,foundry,protectivecharm,5f96a90e7b99e934779ed2bd,TRUE,
Purge,purge,RiqCDDKRHTEJp3Bm,spell,foundry,purge,5f95677db43ad7465e4b1a38,TRUE,
Purify Water,purifywater,hW0jBCKx6noFKNMc,spell,foundry,purifywater,5f94321c88af9b12a1ea0a61,TRUE,
Purple Pall of Shyish,purplepallofshyish,RkBdnQ4cjTLPUSim,spell,foundry,purplepallofshyish,5f94a1f0b0a15c191b9db38d,TRUE,
Push,push,lM8c3LlW4s3KBVHR,spell,foundry,push,5f94824e10b62624d33a819e,TRUE,
Push (Beasts),pushbeasts,3Wilae1bkHUDR7Aj,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Push (Daemonology),pushdaemonology,7wK4srcIgc8USRYt,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Push (Death),pushdeath,RmIJdvjohr7n6nio,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Push (Fire),pushfire,99QJoyyHfYBQz5Wz,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Push (Heavens),pushheavens,cfuqgV2PTnjMrgT7,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Push (Hedgecraft),pushhedgecraft,U2GkwX3ewQDa1FF6,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Push (Life),pushlife,RYrUWrXH6O22FZY8,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Push (Light),pushlight,W47xmdZ3ztckm89t,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Push (Metal),pushmetal,S51eCqcrjMv7u7uH,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Push (Necromancy),pushnecromancy,KvapXfYXiCcAOe7S,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Push (Shadow),pushshadow,BWjNKaTolhIPbNcO,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Push (Witchcraft),pushwitchcraft,2IQ888mDlSZjqSoL,spell,foundry,FALSE,FALSE,FALSE,removed elemental types
Raise Dead,raisedead,FRfAqPlOdwiIitR5,spell,foundry,raisedead,5f96c8aa5b89efa8e3cd1680,TRUE,
Reanimate,reanimate,7BJDTRG65hwt1fUK,spell,foundry,reanimate,5f96c9989ab7ceffe01f6db7,TRUE,
